capital,num_workers,productivity,price,inventory,budget,mean_historic_sales,std_historic_sales,avg_wage,avg_capital_price,avg_consumption_good_price,market_demand,actual_demand,sales,firm_id
20.0,1.0,1.005,0.1352759542790559,11.690985078501264,-20.36315922486598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.1285121565651031,11.691562412829487,-20.688255463304763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.12208654873684793,11.69203005363535,-20.997110652897568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.11598222130000553,11.692408842688096,-21.290533673697684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.11018311023500525,11.69271566182082,-21.569293692991405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.10467395472325498,11.692964185318328,-23.834121982386552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.09944025698709223,11.693165489351308,-24.085713682897318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.09446824413773762,11.693328545618025,-24.32472951167049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.08974483193085074,11.693460621194063,-24.55179740638008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.0852575903343082,11.693567602410656,-24.767514105104308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.08099471081759278,11.693654257196096,-24.972446660830542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.07694497527671314,11.6937244475723,-25.16713389071692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.07309772651287748,11.693781301777028,-27.352087760956778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.0694428401872336,11.693827353682856,-27.527794708606525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.0659706981778719,11.693864655726578,-29.694716902098175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.0626721632689783,11.693894870381992,-31.85329344240141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.059538555105529384,11.693919344252878,-32.003941506955584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.05656162735025291,11.693939168088296,-32.147057438581314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.053733545982740265,11.693955225394983,-34.28301778162105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.05104686868360325,11.693968231813402,-34.41218026756117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.04849452524942309,11.69397876701232,-34.53488475236458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.04606979898695193,11.693987300523444,-34.65145410769968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.04376630903760433,11.693994212667453,-34.76219506819496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.041577993585724116,11.693999811504101,-34.86739903678276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.03949909390643791,11.694004346561785,-34.96734285012341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.03752413921111601,11.69400801995851,-35.06228950602577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.03564793225056021,11.694010995409858,-35.152488854702526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.0338655356380322,11.69401340552545,-35.238178255621186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.032172258856130585,11.69401535771908,-35.3195832016344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.030563645913324056,11.69401693899592,-35.396917911997555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.029035463617657853,11.69401821983016,-35.47038589580769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.027583690436774957,11.694019257305893,-35.54018048732599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.02620450591493621,11.694020097661237,-35.606485354576904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.0248942806191894,11.694020778349065,-35.66947498255019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.023649566588229927,11.694021329706208,-35.72931513226815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.022467088258818428,11.694021776305494,-35.78616327691901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.021343733845877507,11.694022138050915,-35.8401690161986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.02027654715358363,11.694022431064706,-35.89147446994645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.019262719795904448,11.694022668405879,-35.94021465210903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.018299583806109226,11.694022860652225,-35.98651782601155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.017384604615803764,11.694023016371768,-36.03050584187154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.016515374385013576,11.694023142504596,-36.0722944574407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.015689605665762895,11.694023244672186,-36.11199364261782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.01490512538247475,11.694023327427933,-36.14970786883343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.014159869113351011,11.694023394460089,-36.185536383967076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
20.0,1.0,1.005,0.01345187565768346,11.694023448756136,-38.219573473520114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
