Step,AgentID,Type,Capital,Labor,Production,Price,Inventory,Budget,Productivity,Wage,Skills,Savings,Consumption
6,34,Firm2,5.0,1,0.0,0.7350918906249998,0.0,7.799846000760001,1.0,,,,
6,4,Worker,,0,,,,,,1.0,0.09703725093562657,199.0503799981,1.0
6,9,Worker,,0,,,,,,1.0,0.09703725093562657,199.05,1.0
6,24,Worker,,0,,,,,,1.0,0.09703725093562657,200.0,1.0
6,5,Worker,,0,,,,,,1.0,0.09703725093562657,200.0,1.0
6,6,Worker,,0,,,,,,1.0,0.09703725093562657,199.05,1.0
6,1,Worker,,0,,,,,,1.0,0.10457549998495001,199.04999999999998,1.0
6,23,Worker,,0,,,,,,1.0,0.09703725093562657,199.05,1.0
6,35,Firm2,5.0,1,0.0,0.7350918906249998,0.0,7.799846000760001,1.0,,,,
6,29,Worker,,0,,,,,,1.0,0.09703725093562657,200.0,1.0
6,20,Worker,,0,,,,,,1.0,0.09703725093562657,199.05,1.0
6,25,Worker,,0,,,,,,1.0,0.09703725093562657,200.0,1.0
6,0,Worker,,0,,,,,,1.0,0.09703725093562657,200.0,1.0
7,19,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,29,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,10,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,9,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,34,Firm2,5.0,1,0.0,0.6983372960937497,0.0,7.799846000760001,1.0,,,,
7,28,Worker,,0,,,,,,1.0,0.09655206468094843,199.04999999999998,1.0
7,7,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,26,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,15,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,14,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,31,Firm1,20.0,1,2.4564560522315806,0.6983372960937497,18.737292056314196,18.998845267847543,1.0,,,,
7,2,Worker,,0,,,,,,1.0,0.10562125498479952,199.05,1.0
7,3,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,30,Firm1,20.0,1,2.4810820241552016,0.6983372960937497,18.823449176306937,14.998842990276767,1.0100249999999997,,,,
7,12,Worker,,0,,,,,,1.0,0.10562125498479952,199.05,1.0
7,22,Worker,,0,,,,,,1.0,0.10562125498479952,199.05,1.0
7,33,Firm2,5.0,1,0.0,0.6983372960937497,0.0,7.799846000760001,1.0,,,,
7,24,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,4,Worker,,0,,,,,,1.0,0.09655206468094843,199.0503799981,1.0
7,20,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,25,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,16,Worker,,0,,,,,,1.0,0.10562125498479952,199.05,1.0
7,27,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,21,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,32,Firm2,5.0,1,0.0,0.6983372960937497,0.0,7.799846000760001,1.0,,,,
7,17,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,0,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,35,Firm2,5.0,1,0.0,0.6983372960937497,0.0,7.799846000760001,1.0,,,,
7,23,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,6,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,18,Worker,,0,,,,,,1.0,0.10562125498479952,199.05,1.0
7,11,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,1,Worker,,0,,,,,,1.0,0.10562125498479952,199.04999999999998,1.0
7,5,Worker,,0,,,,,,1.0,0.09655206468094843,200.0,1.0
7,8,Worker,,0,,,,,,1.0,0.09655206468094843,199.05,1.0
7,13,Worker,,0,,,,,,1.0,0.10562125498479952,199.05,1.0
7,36,Firm2,5.0,1,0.0,0.6983372960937497,0.0,7.799846000760001,1.0,,,,
8,10,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,27,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,31,Firm1,20.0,1,2.4564560522315806,0.6634204312890623,21.193348800017855,18.998573815936798,1.0,,,,
8,24,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,19,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,30,Firm1,20.0,1,2.4810820241552016,0.6634204312890623,21.304129922540717,14.99857020174677,1.0100249999999997,,,,
8,29,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,18,Worker,,0,,,,,,1.0,0.10667746753464752,199.05,1.0
8,23,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,33,Firm2,5.0,1,0.0,0.6634204312890623,0.0,7.799846000760001,1.0,,,,
8,25,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,11,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,2,Worker,,0,,,,,,1.0,0.10667746753464752,199.05,1.0
8,26,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,35,Firm2,5.0,1,0.0,0.6634204312890623,0.0,7.799846000760001,1.0,,,,
8,0,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,1,Worker,,0,,,,,,1.0,0.10667746753464752,199.04999999999998,1.0
8,4,Worker,,0,,,,,,1.0,0.09606930435754368,199.0503799981,1.0
8,16,Worker,,0,,,,,,1.0,0.10667746753464752,199.05,1.0
8,3,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,9,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,22,Worker,,0,,,,,,1.0,0.10667746753464752,199.05,1.0
8,17,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,7,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,36,Firm2,5.0,1,0.0,0.6634204312890623,0.0,7.799846000760001,1.0,,,,
8,6,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,32,Firm2,5.0,1,0.0,0.6634204312890623,0.0,7.799846000760001,1.0,,,,
8,13,Worker,,0,,,,,,1.0,0.10667746753464752,199.05,1.0
8,28,Worker,,0,,,,,,1.0,0.09606930435754368,199.04999999999998,1.0
8,20,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,21,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,15,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,5,Worker,,0,,,,,,1.0,0.09606930435754368,200.0,1.0
8,14,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,34,Firm2,5.0,1,0.0,0.6634204312890623,0.0,7.799846000760001,1.0,,,,
8,8,Worker,,0,,,,,,1.0,0.09606930435754368,199.05,1.0
8,12,Worker,,0,,,,,,1.0,0.10667746753464752,199.05,1.0
9,7,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,23,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,1,Worker,,0,,,,,,1.0,0.107744242209994,199.04999999999998,1.0
9,9,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,34,Firm2,5.0,1,0.0,0.6302494097246091,0.0,7.799846000760001,1.0,,,,
9,21,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,24,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,2,Worker,,0,,,,,,1.0,0.107744242209994,199.05,1.0
9,20,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,28,Worker,,0,,,,,,1.0,0.09558895783575597,199.04999999999998,1.0
9,16,Worker,,0,,,,,,1.0,0.107744242209994,199.05,1.0
9,19,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,14,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,12,Worker,,0,,,,,,1.0,0.107744242209994,199.05,1.0
9,5,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,26,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,4,Worker,,0,,,,,,1.0,0.09558895783575597,199.0503799981,1.0
9,29,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,33,Firm2,5.0,1,0.0,0.6302494097246091,0.0,7.799846000760001,1.0,,,,
9,3,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,11,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,30,Firm1,20.0,1,2.4810820241552016,0.6302494097246091,23.78476105540764,12.99827896098095,1.0100249999999997,,,,
9,25,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,17,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,31,Firm1,20.0,1,2.4564560522315806,0.6302494097246091,23.64935642283225,18.998284163511013,1.0,,,,
9,10,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,22,Worker,,0,,,,,,1.0,0.107744242209994,199.05,1.0
9,32,Firm2,5.0,1,0.0,0.6302494097246091,0.0,7.799846000760001,1.0,,,,
9,36,Firm2,5.0,1,0.0,0.6302494097246091,0.0,7.799846000760001,1.0,,,,
9,15,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,0,Worker,,0,,,,,,1.0,0.09558895783575597,200.0,1.0
9,35,Firm2,5.0,1,0.0,0.6302494097246091,0.0,7.799846000760001,1.0,,,,
9,6,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,18,Worker,,0,,,,,,1.0,0.107744242209994,199.05,1.0
9,27,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
9,13,Worker,,0,,,,,,1.0,0.107744242209994,199.05,1.0
9,8,Worker,,0,,,,,,1.0,0.09558895783575597,199.05,1.0
10,31,Firm1,20.0,1,2.4564560522315806,0.5987369392383786,26.105314925739787,18.99797880985515,1.0,,,,
10,3,Worker,,0,,,,,,1.0,0.09511101304657718,199.05,1.0
10,26,Worker,,0,,,,,,1.0,0.09511101304657718,200.0,1.0
10,15,Worker,,0,,,,,,1.0,0.09511101304657718,199.05,1.0
10,19,Worker,,0,,,,,,1.0,0.09511101304657718,199.05,1.0
10,29,Worker,,0,,,,,,1.0,0.09511101304657718,200.0,1.0
10,20,Worker,,0,,,,,,1.0,0.09511101304657718,199.05,1.0
10,28,Worker,,0,,,,,,1.0,0.09511101304657718,199.04999999999998,1.0
10,35,Firm2,5.0,1,0.0,0.5987369392383786,0.0,7.799846000760001,1.0,,,,
10,23,Worker,,0,,,,,,1.0,0.09511101304657718,199.05,1.0
10,33,Firm2,5.0,1,0.0,0.5987369392383786,0.0,7.799846000760001,1.0,,,,
10,14,Worker,,0,,,,,,1.0,0.09511101304657718,199.05,1.0
10,8,Worker,,0,,,,,,1.0,0.09511101304657718,199.05,1.0
10,36,Firm2,5.0,1,0.0,0.5987369392383786,0.0,7.799846000760001,1.0,,,,
10,18,Worker,,0,,,,,,1.0,0.10882168463209393,199.05,1.0
10,0,Worker,,0,,,,,,1.0,0.09511101304657718,200.0,1.0
10,11,Worker,,0,,,,,,1.0,0.09511101304657718,200.0,1.0
