step,firm_id,firm_type,optimal_labor,optimal_capital,optimal_price,optimal_production,actual_labor,actual_capital,actual_price,Inventory
12,26,Firm2,0,5,0.15461882265600005,0,0,5,0.15461882265600005,0.0
12,25,Firm2,0,5,0.1546188226560001,0,0,5,0.1546188226560001,0.0
12,21,Firm1,0,20,0.06871947673600004,0,0,20,0.06871947673600004,20
12,24,Firm2,0,5,0.1546188226560001,0,0,5,0.1546188226560001,0.0
12,23,Firm2,0,5,0.1546188226560001,0,0,5,0.1546188226560001,0.0
12,22,Firm2,0,5,0.1546188226560001,0,0,5,0.1546188226560001,0.0
13,25,Firm2,0,5,0.12369505812480008,0,0,5,0.12369505812480008,0.0
13,22,Firm2,0,5,0.12369505812480008,0,0,5,0.12369505812480008,0.0
13,21,Firm1,0,20,0.054975581388800036,0,0,20,0.054975581388800036,20
13,23,Firm2,0,5,0.12369505812480008,0,0,5,0.12369505812480008,0.0
13,24,Firm2,0,5,0.12369505812480008,0,0,5,0.12369505812480008,0.0
13,20,Firm1,0,20,0.054975581388800036,0,0,20,0.054975581388800036,20
13,26,Firm2,0,5,0.12369505812480004,0,0,5,0.12369505812480004,0.0
14,26,Firm2,0,5,0.09895604649984004,0,0,5,0.09895604649984004,0.0
14,23,Firm2,0,5,0.09895604649984008,0,0,5,0.09895604649984008,0.0
14,24,Firm2,0,5,0.09895604649984008,0,0,5,0.09895604649984008,0.0
14,25,Firm2,0,5,0.09895604649984008,0,0,5,0.09895604649984008,0.0
14,21,Firm1,0,20,0.043980465111040035,0,0,20,0.043980465111040035,20
14,22,Firm2,0,5,0.09895604649984008,0,0,5,0.09895604649984008,0.0
14,20,Firm1,0,20,0.043980465111040035,0,0,20,0.043980465111040035,20
15,24,Firm2,0,5,0.07916483719987207,0,0,5,0.07916483719987207,0.0
15,25,Firm2,0,5,0.07916483719987207,0,0,5,0.07916483719987207,0.0
15,23,Firm2,0,5,0.07916483719987207,0,0,5,0.07916483719987207,0.0
15,21,Firm1,0,20,0.03518437208883203,0,0,20,0.03518437208883203,20
15,26,Firm2,0,5,0.07916483719987204,0,0,5,0.07916483719987204,0.0
15,22,Firm2,0,5,0.07916483719987207,0,0,5,0.07916483719987207,0.0
15,20,Firm1,0,20,0.03518437208883203,0,0,20,0.03518437208883203,20
16,24,Firm2,0,5,0.06333186975989766,0,0,5,0.06333186975989766,0.0
16,21,Firm1,0,20,0.028147497671065627,0,0,20,0.028147497671065627,20
16,23,Firm2,0,5,0.06333186975989766,0,0,5,0.06333186975989766,0.0
16,22,Firm2,0,5,0.06333186975989766,0,0,5,0.06333186975989766,0.0
16,20,Firm1,0,20,0.028147497671065627,0,0,20,0.028147497671065627,20
16,25,Firm2,0,5,0.06333186975989766,0,0,5,0.06333186975989766,0.0
16,26,Firm2,0,5,0.06333186975989763,0,0,5,0.06333186975989763,0.0
17,21,Firm1,0,20,0.022517998136852502,0,0,20,0.022517998136852502,20
17,20,Firm1,0,20,0.022517998136852502,0,0,20,0.022517998136852502,20
17,25,Firm2,0,5,0.050665495807918126,0,0,5,0.050665495807918126,0.0
17,24,Firm2,0,5,0.050665495807918126,0,0,5,0.050665495807918126,0.0
17,22,Firm2,0,5,0.050665495807918126,0,0,5,0.050665495807918126,0.0
17,23,Firm2,0,5,0.050665495807918126,0,0,5,0.050665495807918126,0.0
17,26,Firm2,0,5,0.050665495807918105,0,0,5,0.050665495807918105,0.0
18,21,Firm1,0,20,0.018014398509482003,0,0,20,0.018014398509482003,20
18,26,Firm2,0,5,0.040532396646334484,0,0,5,0.040532396646334484,0.0
18,22,Firm2,0,5,0.040532396646334505,0,0,5,0.040532396646334505,0.0
18,23,Firm2,0,5,0.040532396646334505,0,0,5,0.040532396646334505,0.0
18,25,Firm2,0,5,0.040532396646334505,0,0,5,0.040532396646334505,0.0
18,20,Firm1,0,20,0.018014398509482003,0,0,20,0.018014398509482003,20
18,24,Firm2,0,5,0.040532396646334505,0,0,5,0.040532396646334505,0.0
19,26,Firm2,0,5,0.032425917317067586,0,0,5,0.032425917317067586,0.0
19,21,Firm1,0,20,0.014411518807585602,0,0,20,0.014411518807585602,20
19,22,Firm2,0,5,0.03242591731706761,0,0,5,0.03242591731706761,0.0
19,20,Firm1,0,20,0.014411518807585602,0,0,20,0.014411518807585602,20
19,25,Firm2,0,5,0.03242591731706761,0,0,5,0.03242591731706761,0.0
19,23,Firm2,0,5,0.03242591731706761,0,0,5,0.03242591731706761,0.0
19,24,Firm2,0,5,0.03242591731706761,0,0,5,0.03242591731706761,0.0
20,25,Firm2,0,5,0.025940733853654085,0,0,5,0.025940733853654085,0.0
20,23,Firm2,0,5,0.025940733853654085,0,0,5,0.025940733853654085,0.0
20,26,Firm2,0,5,0.02594073385365407,0,0,5,0.02594073385365407,0.0
20,22,Firm2,0,5,0.025940733853654085,0,0,5,0.025940733853654085,0.0
20,21,Firm1,0,20,0.011529215046068483,0,0,20,0.011529215046068483,20
20,20,Firm1,0,20,0.011529215046068483,0,0,20,0.011529215046068483,20
20,24,Firm2,0,5,0.025940733853654085,0,0,5,0.025940733853654085,0.0
21,23,Firm2,0,5,0.02075258708292327,0,0,5,0.02075258708292327,0.0
21,22,Firm2,0,5,0.02075258708292327,0,0,5,0.02075258708292327,0.0
21,20,Firm1,0,20,0.01,0,0,20,0.01,20
21,24,Firm2,0,5,0.02075258708292327,0,0,5,0.02075258708292327,0.0
21,25,Firm2,0,5,0.02075258708292327,0,0,5,0.02075258708292327,0.0
21,26,Firm2,0,5,0.020752587082923258,0,0,5,0.020752587082923258,0.0
21,21,Firm1,0,20,0.01,0,0,20,0.01,20
22,26,Firm2,0,5,0.016602069666338606,0,0,5,0.016602069666338606,0.0
22,21,Firm1,0,20,0.01,0,0,20,0.01,20
22,24,Firm2,0,5,0.016602069666338617,0,0,5,0.016602069666338617,0.0
22,23,Firm2,0,5,0.016602069666338617,0,0,5,0.016602069666338617,0.0
22,22,Firm2,0,5,0.016602069666338617,0,0,5,0.016602069666338617,0.0
22,25,Firm2,0,5,0.016602069666338617,0,0,5,0.016602069666338617,0.0
22,20,Firm1,0,20,0.01,0,0,20,0.01,20
23,26,Firm2,0,5,0.013281655733070885,0,0,5,0.013281655733070885,0.0
23,20,Firm1,0,20,0.01,0,0,20,0.01,20
23,22,Firm2,0,5,0.013281655733070894,0,0,5,0.013281655733070894,0.0
23,23,Firm2,0,5,0.013281655733070894,0,0,5,0.013281655733070894,0.0
23,21,Firm1,0,20,0.01,0,0,20,0.01,20
23,24,Firm2,0,5,0.013281655733070894,0,0,5,0.013281655733070894,0.0
23,25,Firm2,0,5,0.013281655733070894,0,0,5,0.013281655733070894,0.0
24,20,Firm1,0,20,0.01,0,0,20,0.01,20
24,25,Firm2,0,5,0.010625324586456715,0,0,5,0.010625324586456715,0.0
24,21,Firm1,0,20,0.01,0,0,20,0.01,20
24,26,Firm2,0,5,0.010625324586456708,0,0,5,0.010625324586456708,0.0
24,24,Firm2,0,5,0.010625324586456715,0,0,5,0.010625324586456715,0.0
24,22,Firm2,0,5,0.010625324586456715,0,0,5,0.010625324586456715,0.0
24,23,Firm2,0,5,0.010625324586456715,0,0,5,0.010625324586456715,0.0
25,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
25,20,Firm1,0,20,0.01,0,0,20,0.01,20
25,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
25,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
25,21,Firm1,0,20,0.01,0,0,20,0.01,20
25,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
25,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
26,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
26,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
26,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
26,20,Firm1,0,20,0.01,0,0,20,0.01,20
26,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
26,21,Firm1,0,20,0.01,0,0,20,0.01,20
26,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
27,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
27,21,Firm1,0,20,0.01,0,0,20,0.01,20
27,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
27,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
27,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
27,20,Firm1,0,20,0.01,0,0,20,0.01,20
27,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
28,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
28,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
28,21,Firm1,0,20,0.01,0,0,20,0.01,20
28,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
28,20,Firm1,0,20,0.01,0,0,20,0.01,20
28,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
28,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
29,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
29,20,Firm1,0,20,0.01,0,0,20,0.01,20
29,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
29,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
29,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
29,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
29,21,Firm1,0,20,0.01,0,0,20,0.01,20
30,20,Firm1,0,20,0.01,0,0,20,0.01,20
30,21,Firm1,0,20,0.01,0,0,20,0.01,20
30,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
30,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
30,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
30,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
30,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
31,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
31,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
31,20,Firm1,0,20,0.01,0,0,20,0.01,20
31,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
31,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
31,21,Firm1,0,20,0.01,0,0,20,0.01,20
31,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
32,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
32,20,Firm1,0,20,0.01,0,0,20,0.01,20
32,21,Firm1,0,20,0.01,0,0,20,0.01,20
32,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
32,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
32,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
32,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
33,20,Firm1,0,20,0.01,0,0,20,0.01,20
33,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
33,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
33,21,Firm1,0,20,0.01,0,0,20,0.01,20
33,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
33,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
33,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
34,20,Firm1,0,20,0.01,0,0,20,0.01,20
34,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
34,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
34,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
34,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
34,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
34,21,Firm1,0,20,0.01,0,0,20,0.01,20
35,20,Firm1,0,20,0.01,0,0,20,0.01,20
35,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
35,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
35,21,Firm1,0,20,0.01,0,0,20,0.01,20
35,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
35,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
35,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
36,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
36,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
36,20,Firm1,0,20,0.01,0,0,20,0.01,20
36,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
36,21,Firm1,0,20,0.01,0,0,20,0.01,20
36,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
36,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
37,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
37,21,Firm1,0,20,0.01,0,0,20,0.01,20
37,20,Firm1,0,20,0.01,0,0,20,0.01,20
37,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
37,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
37,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
37,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
38,20,Firm1,0,20,0.01,0,0,20,0.01,20
38,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
38,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
38,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
38,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
38,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
38,21,Firm1,0,20,0.01,0,0,20,0.01,20
39,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
39,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
39,20,Firm1,0,20,0.01,0,0,20,0.01,20
39,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
39,21,Firm1,0,20,0.01,0,0,20,0.01,20
39,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
39,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
40,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
40,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
40,20,Firm1,0,20,0.01,0,0,20,0.01,20
40,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
40,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
40,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
40,21,Firm1,0,20,0.01,0,0,20,0.01,20
41,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
41,20,Firm1,0,20,0.01,0,0,20,0.01,20
41,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
41,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
41,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
41,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
41,21,Firm1,0,20,0.01,0,0,20,0.01,20
42,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
42,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
42,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
42,20,Firm1,0,20,0.01,0,0,20,0.01,20
42,21,Firm1,0,20,0.01,0,0,20,0.01,20
42,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
42,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,21,Firm1,0,20,0.01,0,0,20,0.01,20
43,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
43,20,Firm1,0,20,0.01,0,0,20,0.01,20
44,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
44,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
44,21,Firm1,0,20,0.01,0,0,20,0.01,20
44,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
44,20,Firm1,0,20,0.01,0,0,20,0.01,20
44,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
44,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,20,Firm1,0,20,0.01,0,0,20,0.01,20
45,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
45,21,Firm1,0,20,0.01,0,0,20,0.01,20
46,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
46,21,Firm1,0,20,0.01,0,0,20,0.01,20
46,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
46,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
46,20,Firm1,0,20,0.01,0,0,20,0.01,20
46,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
46,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,21,Firm1,0,20,0.01,0,0,20,0.01,20
47,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,20,Firm1,0,20,0.01,0,0,20,0.01,20
47,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
47,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,20,Firm1,0,20,0.01,0,0,20,0.01,20
48,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
48,21,Firm1,0,20,0.01,0,0,20,0.01,20
48,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,21,Firm1,0,20,0.01,0,0,20,0.01,20
49,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,20,Firm1,0,20,0.01,0,0,20,0.01,20
49,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
49,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,21,Firm1,0,20,0.01,0,0,20,0.01,20
50,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,20,Firm1,0,20,0.01,0,0,20,0.01,20
50,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
50,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,20,Firm1,0,20,0.01,0,0,20,0.01,20
51,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,21,Firm1,0,20,0.01,0,0,20,0.01,20
51,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
51,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,20,Firm1,0,20,0.01,0,0,20,0.01,20
52,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,21,Firm1,0,20,0.01,0,0,20,0.01,20
52,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
52,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,21,Firm1,0,20,0.01,0,0,20,0.01,20
53,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
53,20,Firm1,0,20,0.01,0,0,20,0.01,20
54,21,Firm1,0,20,0.01,0,0,20,0.01,20
54,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
54,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
54,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
54,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
54,20,Firm1,0,20,0.01,0,0,20,0.01,20
54,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,20,Firm1,0,20,0.01,0,0,20,0.01,20
55,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,21,Firm1,0,20,0.01,0,0,20,0.01,20
55,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
55,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,20,Firm1,0,20,0.01,0,0,20,0.01,20
56,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,21,Firm1,0,20,0.01,0,0,20,0.01,20
56,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
56,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,20,Firm1,0,20,0.01,0,0,20,0.01,20
57,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,22,Firm2,0,5,0.01,0,0,5,0.01,0.0
57,21,Firm1,0,20,0.01,0,0,20,0.01,20
57,26,Firm2,0,5,0.01,0,0,5,0.01,0.0
58,25,Firm2,0,5,0.01,0,0,5,0.01,0.0
58,24,Firm2,0,5,0.01,0,0,5,0.01,0.0
58,23,Firm2,0,5,0.01,0,0,5,0.01,0.0
